user_id,journey_id,touchpoint_id,touchpoint_sequence,touchpoint_date,source_day_int,channel,channel_stage,converted,conversion_date,sales_count,revenue,is_clicked,is_click_landed,source_campaign_id,source_publisher_id
001a5d1e71ec6845f8584fc246dcac82,D01_001a5d1e71ec6845f8584fc246dcac82,f4272059096fbbdd5c80b2724b1e2530,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,237531426,31877028.0
001a5d1e71ec6845f8584fc246dcac82,D01_001a5d1e71ec6845f8584fc246dcac82,fec17654b5e07cb19b2a98c29190d1ee,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,237531426,31877028.0
002416158a134cc34e73861ec9912557,D01_002416158a134cc34e73861ec9912557,6430bbdf5fbb1dba2289ae1619d3a9dc,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,4056642403,-2113983732.0
002416158a134cc34e73861ec9912557,D01_002416158a134cc34e73861ec9912557,c5bc475062c3cf02c2f7f73bd71bed95,2,2025-01-01,1,Publisher 02,Display placement,0,,0.0,0.0,1,1,433829601,-2009345156.0
00251a35708151034fb9bf1f2b60b49d,D01_00251a35708151034fb9bf1f2b60b49d,f24bc8644d3544110adfaf262f119a5e,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,1593953834,-1431664035.0
00251a35708151034fb9bf1f2b60b49d,D01_00251a35708151034fb9bf1f2b60b49d,c405bafafcf15997e18eb3b91a823f6d,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,1593953834,-1431664035.0
002f76db2978ec7d81cf7239f8576e0b,D01_002f76db2978ec7d81cf7239f8576e0b,ee6e3c105d163973e2e8b5e4a1e59e6f,1,2025-01-01,1,Publisher 08,Display placement,0,,0.0,0.0,1,1,1593844955,654458922.0
002f76db2978ec7d81cf7239f8576e0b,D01_002f76db2978ec7d81cf7239f8576e0b,9ecb0d48e3c154f5c1f006895d0dbafd,2,2025-01-01,1,Publisher 08,Display placement,0,,0.0,0.0,1,1,2528023685,654458922.0
002f76db2978ec7d81cf7239f8576e0b,D01_002f76db2978ec7d81cf7239f8576e0b,3aff6b04ea4ef5a92fd91c87db3759b4,3,2025-01-01,1,Publisher 08,Display placement,0,,0.0,0.0,1,1,1786695163,654458922.0
00308a57bb5c1ef262c0c5f50b7e96c2,D01_00308a57bb5c1ef262c0c5f50b7e96c2,e7e85438db7589d7e7da040acab7e8b7,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,1673223622,388664663.0
00308a57bb5c1ef262c0c5f50b7e96c2,D01_00308a57bb5c1ef262c0c5f50b7e96c2,d5c9f17a9b19db968f3f3fa64df9c8da,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,1673223622,388664663.0
0030fc45f568ee0604d9d7d100bc7c39,D01_0030fc45f568ee0604d9d7d100bc7c39,17682e2f2bb7a225d522e7f2d6a4a86d,1,2025-01-01,1,Publisher 05,Display placement,0,,0.0,0.0,0,0,3500659086,379394596.0
0030fc45f568ee0604d9d7d100bc7c39,D01_0030fc45f568ee0604d9d7d100bc7c39,1ce85c309330639c699d746bd8de9aba,2,2025-01-01,1,Publisher 05,Display placement,0,,0.0,0.0,0,0,1813394323,379394596.0
003c35e1126c87698f43d6707e91c2b6,D01_003c35e1126c87698f43d6707e91c2b6,3dd2706727468c245ffb031704f66a1d,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,4092199651,595005889.0
003c35e1126c87698f43d6707e91c2b6,D01_003c35e1126c87698f43d6707e91c2b6,96e2205f3f962b2245d1a928258b07ba,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,4092199651,-1570039274.0
003e12e53362fa619bc31fc58edad9f9,D01_003e12e53362fa619bc31fc58edad9f9,c6e35fd25cab8bfa543fe9d91651b4cc,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,3495860342,1955602919.0
003e12e53362fa619bc31fc58edad9f9,D01_003e12e53362fa619bc31fc58edad9f9,66e9f2370b488b4a2875c51ba6037a5d,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,3495860342,31877028.0
0048735a5d1d5c3fc07c8e2e8c040252,D01_0048735a5d1d5c3fc07c8e2e8c040252,c307b03e8030a73e392a6aac96735ec1,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,3580797426,881904127.0
0048735a5d1d5c3fc07c8e2e8c040252,D01_0048735a5d1d5c3fc07c8e2e8c040252,71871645284ffe482308b0de8fdbb80c,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,2659365899,-40876061.0
00511b3cf9a61c98a914851333ba238a,D01_00511b3cf9a61c98a914851333ba238a,5d6481482db01857d794898b50a71231,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,943343958,1701150775.0
00511b3cf9a61c98a914851333ba238a,D01_00511b3cf9a61c98a914851333ba238a,905e7cdbd0c322511cc9c63ec5c5d38d,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,943343958,1701150775.0
0058a0e7349a28422ae5d86bb8d94cc4,D01_0058a0e7349a28422ae5d86bb8d94cc4,ed9c0d51beeeedfa178352abefefd4d3,1,2025-01-01,1,Publisher 01,Display placement,0,,0.0,0.0,1,1,2057298634,332916476.0
0058a0e7349a28422ae5d86bb8d94cc4,D01_0058a0e7349a28422ae5d86bb8d94cc4,6bb0a59ff50fa2faca7db61e7fa23bc1,2,2025-01-01,1,Publisher 01,Display placement,0,,0.0,0.0,1,1,2057298634,332916476.0
005f99673c6d0121ebede830941fe8f8,D01_005f99673c6d0121ebede830941fe8f8,84d2f2626f70ac083411451835c6c144,1,2025-01-01,1,Publisher 05,Display placement,0,,0.0,0.0,1,0,3083984499,379394596.0
005f99673c6d0121ebede830941fe8f8,D01_005f99673c6d0121ebede830941fe8f8,8dd066556b767e9f01f7d161d027e873,2,2025-01-01,1,Publisher 05,Display placement,0,,0.0,0.0,0,0,3083984499,379394596.0
0066777af46f2ccc3740da1c7258be2d,D01_0066777af46f2ccc3740da1c7258be2d,85699f8ec72a9eace3f1def95378287a,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,44956563,1531232079.0
0066777af46f2ccc3740da1c7258be2d,D01_0066777af46f2ccc3740da1c7258be2d,00ff37a970e86bf07f3df17cd394a71c,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,44956563,1531232079.0
0068c4f1f69f91a56a23143cba45c593,D01_0068c4f1f69f91a56a23143cba45c593,494c81c02c3cdd998393ac4aafb21624,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,80686916,-1740134037.0
0068c4f1f69f91a56a23143cba45c593,D01_0068c4f1f69f91a56a23143cba45c593,25396c6621b4a28ed3482282da909004,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,80686916,-614110806.0
006b1454d247e907e0ebba4e691f8ac0,D01_006b1454d247e907e0ebba4e691f8ac0,dabe929feabcf2ab9960acca9f5d239c,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,2367130880,-1163035404.0
006b1454d247e907e0ebba4e691f8ac0,D01_006b1454d247e907e0ebba4e691f8ac0,0a72fd300a9ebbadb0e824059a84f270,2,2025-01-01,1,Publisher 01,Display placement,0,,0.0,0.0,1,1,4259543781,332916476.0
006c029e3a03e5ceb483252c570aa4bb,D01_006c029e3a03e5ceb483252c570aa4bb,87fe51d881e232815e29cb0eae59fc19,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,2023915317,-1286860059.0
006c029e3a03e5ceb483252c570aa4bb,D01_006c029e3a03e5ceb483252c570aa4bb,77d37ea7b094aec832179866267bd968,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,1900199511,-1286860059.0
007cd62852b8e48d0e19f8fd80beb2b5,D01_007cd62852b8e48d0e19f8fd80beb2b5,8f09808216abf6070caabda377281a53,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,2381412074,-1259689230.0
007cd62852b8e48d0e19f8fd80beb2b5,D01_007cd62852b8e48d0e19f8fd80beb2b5,926024dfba5df51cd626e270c8bfa31a,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,3278883058,-1259689230.0
007e7b288be9aac8e3e077664a238fff,D01_007e7b288be9aac8e3e077664a238fff,48bcc9f66783c46a871ee93d4934a6be,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,3843846859,1063668589.0
007e7b288be9aac8e3e077664a238fff,D01_007e7b288be9aac8e3e077664a238fff,78ffdb5ce0bea4e1c724658ccf1f9104,2,2025-01-01,1,Publisher 02,Display placement,0,,0.0,0.0,0,0,521424471,-2009345156.0
008a302e6e404911afa37242c43b0166,D01_008a302e6e404911afa37242c43b0166,eb79468428b7de9434c70b8b2453b8eb,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,740677021,-930750015.0
008a302e6e404911afa37242c43b0166,D01_008a302e6e404911afa37242c43b0166,fd367805cb8f4fbbb22d336ca30681c0,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,1907397705,31877028.0
008f31723745e91d20bbacbc0dd4bd4f,D01_008f31723745e91d20bbacbc0dd4bd4f,a2841ad973df2f83aa06cc9458b366b0,1,2025-01-01,1,Publisher 03,Display placement,0,,0.0,0.0,1,1,3605845502,1083606781.0
008f31723745e91d20bbacbc0dd4bd4f,D01_008f31723745e91d20bbacbc0dd4bd4f,96c987f56e3ff741a4298d8cccd3cb72,2,2025-01-01,1,Publisher 03,Display placement,0,,0.0,0.0,1,1,3605845502,1083606781.0
008f5210a32a6983fa2462bbd20e6fcc,D01_008f5210a32a6983fa2462bbd20e6fcc,69d021b2b8b0a1f8d1c2f97fd395bb80,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,894870397,1870898893.0
008f5210a32a6983fa2462bbd20e6fcc,D01_008f5210a32a6983fa2462bbd20e6fcc,467c3019e84c35d76a829a22d740fa77,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,943343958,1870898893.0
009760f2d5a31a3e742486741ac8e922,D01_009760f2d5a31a3e742486741ac8e922,ce9331d01a9c465d8f32a6cdf853383e,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,3526174644,-1027248137.0
009760f2d5a31a3e742486741ac8e922,D01_009760f2d5a31a3e742486741ac8e922,8edfa65a84cd3a6f3ffb156865f7254f,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,0,3526174644,-1027248137.0
009b6f219401ae6e3980184aa48e1f0b,D01_009b6f219401ae6e3980184aa48e1f0b,a2fc5d27d95b261e9a1b609190d8be7e,1,2025-01-01,1,Publisher 01,Display placement,0,,0.0,0.0,1,1,3548060852,332916476.0
009b6f219401ae6e3980184aa48e1f0b,D01_009b6f219401ae6e3980184aa48e1f0b,8a6f0518b142c27564bd3b25b2de710d,2,2025-01-01,1,Publisher 01,Display placement,0,,0.0,0.0,1,1,3548060852,332916476.0
009c38d4a1c12f0e303900eed9b51c1f,D01_009c38d4a1c12f0e303900eed9b51c1f,8bde909cbeaeb1319fd5a8c21c69ef54,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,1900199511,519076344.0
009c38d4a1c12f0e303900eed9b51c1f,D01_009c38d4a1c12f0e303900eed9b51c1f,14454db5173a8c9577a869316b666a22,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,1900199511,1031464169.0
00a4581592e6d0a1b0b7abb663fcef23,D01_00a4581592e6d0a1b0b7abb663fcef23,4e6fec2fd300e6224ea3cc9bfad96519,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,1361994169,379581808.0
00a4581592e6d0a1b0b7abb663fcef23,D01_00a4581592e6d0a1b0b7abb663fcef23,c8108ac4dc68577548aeaf0d1c2fa94e,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,1361994169,379581808.0
00a4581592e6d0a1b0b7abb663fcef23,D01_00a4581592e6d0a1b0b7abb663fcef23,66291f0bec7c827067bfaae8d8f7fec9,3,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,1361994169,379581808.0
00a9010d696d988606878b2a937cc715,D01_00a9010d696d988606878b2a937cc715,3f53284f0e9d5a729152857867eca99c,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,423348599,613242774.0
00a9010d696d988606878b2a937cc715,D01_00a9010d696d988606878b2a937cc715,33d64e27a1add13de1dde2570f36d08a,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,423348599,613242774.0
00aaf804a20bfeecec3a0241763c10c2,D01_00aaf804a20bfeecec3a0241763c10c2,8f73e34668474091d9a429bd8dedfb0a,1,2025-01-01,1,Publisher 02,Display placement,0,,0.0,0.0,1,1,3267124402,-2009345156.0
00aaf804a20bfeecec3a0241763c10c2,D01_00aaf804a20bfeecec3a0241763c10c2,a0f60b74ec21201e0c3d1ea63f053e6a,2,2025-01-01,1,Publisher 02,Display placement,0,,0.0,0.0,1,1,3267124402,-2009345156.0
00bcf2d56f4ee34dda5b6857728247dd,D01_00bcf2d56f4ee34dda5b6857728247dd,d4c4956c764dc072550172fd69ae013b,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,2286431454,-372992236.0
00bcf2d56f4ee34dda5b6857728247dd,D01_00bcf2d56f4ee34dda5b6857728247dd,9c98f9686a028b33adf180ae3f73b94c,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,2286431454,-372992236.0
00c043806f0019ec6767db4113266896,D01_00c043806f0019ec6767db4113266896,c70f316c30ff3a66497817a850377898,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,3283932483,-1088314199.0
00c043806f0019ec6767db4113266896,D01_00c043806f0019ec6767db4113266896,c2a2746d0c7bd43003175a8b9a66631b,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,2458552260,785880573.0
00c12817f4e6380164b893d3880b2ce8,D01_00c12817f4e6380164b893d3880b2ce8,44947a7b0c131b3a51de7677c2f515e8,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,2284903399,-691945616.0
00c12817f4e6380164b893d3880b2ce8,D01_00c12817f4e6380164b893d3880b2ce8,b78f56453e586a359772ed988a3db977,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,2284903399,-691945616.0
00d16574404452c312d02c60ae5b2812,D01_00d16574404452c312d02c60ae5b2812,d9e59a74ecdbb032642f506a06bcf64c,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,1900199511,336081911.0
00d16574404452c312d02c60ae5b2812,D01_00d16574404452c312d02c60ae5b2812,18e987ddb9869a72c62a6c4caeee3c69,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,469846052,336081911.0
00d812d2d79c74d914acc46bee014234,D01_00d812d2d79c74d914acc46bee014234,f1d0d6272859a57e3bb5bf11e95d86bd,1,2025-01-01,1,Publisher 03,Display placement,0,,0.0,0.0,1,1,1166477838,1083606781.0
00d812d2d79c74d914acc46bee014234,D01_00d812d2d79c74d914acc46bee014234,21d4c0c31ddcff03c257236b2c39eac3,2,2025-01-01,1,Publisher 03,Display placement,0,,0.0,0.0,1,1,175021795,1083606781.0
00d8c36d7a5cdc8c81406b366d658ea7,D01_00d8c36d7a5cdc8c81406b366d658ea7,53754a10ac0d8b3d2c982cce80201aa1,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,3706763632,-1825868969.0
00d8c36d7a5cdc8c81406b366d658ea7,D01_00d8c36d7a5cdc8c81406b366d658ea7,13431b71c4964af1a9c8320ee0d07c0c,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,3706763632,-1825868969.0
00d8eb91507e99a66aebb4f65460d491,D01_00d8eb91507e99a66aebb4f65460d491,60e7150e177821d5bbd1c945a7517fed,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,4078663684,-1438439034.0
00d8eb91507e99a66aebb4f65460d491,D01_00d8eb91507e99a66aebb4f65460d491,e6f7de14e07204cb50e251989836e298,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,3372197952,1351254265.0
00daa845fbaeb9515ffb2b780fbeda04,D01_00daa845fbaeb9515ffb2b780fbeda04,349939689cf6e6bf47d37e43090a66a1,1,2025-01-01,1,Publisher 03,Display placement,0,,0.0,0.0,0,0,3124172034,1083606781.0
00daa845fbaeb9515ffb2b780fbeda04,D01_00daa845fbaeb9515ffb2b780fbeda04,f845e3ccff03ae3cf2ded2fc7e305f6f,2,2025-01-01,1,Publisher 01,Display placement,0,,0.0,0.0,0,0,3124172034,332916476.0
00df5296baa04b64c811af377570c407,D01_00df5296baa04b64c811af377570c407,f6c83c157b5327acde69b02cfa5c3981,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,2784907003,-1445827644.0
00df5296baa04b64c811af377570c407,D01_00df5296baa04b64c811af377570c407,d1de05d78146fa01550efeefc90eb49c,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,2784907003,-1490455048.0
00e3a25eb1a7f43104857c9b4fa3c1d1,D01_00e3a25eb1a7f43104857c9b4fa3c1d1,1f1da6ef6be2bba658087e59076965d9,1,2025-01-01,1,Publisher 03,Display placement,0,,0.0,0.0,1,1,3104316936,1083606781.0
00e3a25eb1a7f43104857c9b4fa3c1d1,D01_00e3a25eb1a7f43104857c9b4fa3c1d1,145d7d7d062484f1352b55ab5ee4f7f3,2,2025-01-01,1,Publisher 03,Display placement,0,,0.0,0.0,1,1,2860116604,1083606781.0
00e56326a4a1f448d227f22a6edb2abe,D01_00e56326a4a1f448d227f22a6edb2abe,5636d944b819c425c8f1a0344114346b,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,1813394323,-860278244.0
00e56326a4a1f448d227f22a6edb2abe,D01_00e56326a4a1f448d227f22a6edb2abe,e96669ebd1e5347cdea0ca6a0aa7b721,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,1813394323,-860278244.0
00ea0a33679d6781219efa3fdd1e06eb,D01_00ea0a33679d6781219efa3fdd1e06eb,f59b04cf894a4de64abeb0bb1499bfd2,1,2025-01-01,1,Publisher 03,Display placement,0,,0.0,0.0,1,1,2562818460,1083606781.0
00ea0a33679d6781219efa3fdd1e06eb,D01_00ea0a33679d6781219efa3fdd1e06eb,ab630721a80961c4cc360893490d2d70,2,2025-01-01,1,Publisher 01,Display placement,0,,0.0,0.0,1,1,3050883759,332916476.0
00ec44ee4ce67b62ae025364f3e1b6fb,D01_00ec44ee4ce67b62ae025364f3e1b6fb,5e27044bbe8abe93c352ab864492ea6b,1,2025-01-01,1,Publisher 02,Display placement,0,,0.0,0.0,0,0,3889533980,-2009345156.0
00ec44ee4ce67b62ae025364f3e1b6fb,D01_00ec44ee4ce67b62ae025364f3e1b6fb,668eebee02566fbcfd773af814b16cbc,2,2025-01-01,1,Publisher 02,Display placement,0,,0.0,0.0,1,1,626701081,-2009345156.0
00f136886d60433f5b18108b7cfd348b,D01_00f136886d60433f5b18108b7cfd348b,da5fd009da1d54ae3e996e67cefde403,1,2025-01-01,1,Publisher 04,Display placement,0,,0.0,0.0,1,1,2949362232,25316566.0
00f136886d60433f5b18108b7cfd348b,D01_00f136886d60433f5b18108b7cfd348b,0dbf729ab095ddcd54d7f12924455582,2,2025-01-01,1,Publisher 04,Display placement,0,,0.0,0.0,1,1,1394449644,25316566.0
00f7c40e4bce61dea57bc95a8a2648a3,D01_00f7c40e4bce61dea57bc95a8a2648a3,e440b52c1fe5e9891269dc9cc14e8a1d,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,2611870294,-1846702367.0
00f7c40e4bce61dea57bc95a8a2648a3,D01_00f7c40e4bce61dea57bc95a8a2648a3,89195da6061e04f21ee2b03d7c7eb1f7,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,190324145,516201271.0
00f960fab709aab17e90f98e4ae0d9e6,D01_00f960fab709aab17e90f98e4ae0d9e6,986911adb88e985283237598751e22b6,1,2025-01-01,1,Publisher 01,Display placement,0,,0.0,0.0,1,1,3548060852,332916476.0
00f960fab709aab17e90f98e4ae0d9e6,D01_00f960fab709aab17e90f98e4ae0d9e6,3f13ea99125e0f44e3d9c5c6708341e3,2,2025-01-01,1,Publisher 01,Display placement,0,,0.0,0.0,1,1,3548060852,332916476.0
00f960fab709aab17e90f98e4ae0d9e6,D01_00f960fab709aab17e90f98e4ae0d9e6,a98ecc9575eba5a4ef8749e5e85dfa06,3,2025-01-01,1,Publisher 01,Display placement,0,,0.0,0.0,1,1,3548060852,332916476.0
00fb63971f242b116e76ef29b713636b,D01_00fb63971f242b116e76ef29b713636b,6b957ddbbb2464995b31d1dd2532da6d,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,1966341561,302179169.0
00fb63971f242b116e76ef29b713636b,D01_00fb63971f242b116e76ef29b713636b,3bb55cb25511f8449f200056ef1590af,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,0,1966921025,302179169.0
00ff11b3a20fbf2dcda7937dde5125b3,D01_00ff11b3a20fbf2dcda7937dde5125b3,490fc6f5cdc2fe315c16cc60eada4ad5,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,687725778,1135622388.0
00ff11b3a20fbf2dcda7937dde5125b3,D01_00ff11b3a20fbf2dcda7937dde5125b3,4123ebde817a813c7a4085a12abb07c2,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,0,0,3278883058,-1349018004.0
01012acb85821f1fc231c9e2134a98b0,D01_01012acb85821f1fc231c9e2134a98b0,0a9c0e9b8e77cefaaca2ba1b1db2a2cf,1,2025-01-01,1,Long-tail placements,Display placement,1,2025-01-01,1.0,120.0,1,1,2780670119,-28531780.0
01012acb85821f1fc231c9e2134a98b0,D01_01012acb85821f1fc231c9e2134a98b0,1af763f8243a2cbff17fd0e3b07acdf0,2,2025-01-01,1,Long-tail placements,Display placement,1,2025-01-01,1.0,120.0,1,0,2780670119,-28531780.0
01023ae991c473e9f11f3d5c53ffdba8,D01_01023ae991c473e9f11f3d5c53ffdba8,c2fa39f9225181272d17cdf2c910a194,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,3913692084,1905538828.0
01023ae991c473e9f11f3d5c53ffdba8,D01_01023ae991c473e9f11f3d5c53ffdba8,7210eb8ab6a0d080792bc719fc0541a1,2,2025-01-01,1,Publisher 01,Display placement,0,,0.0,0.0,1,1,2367130880,332916476.0
010b3fa45d9b75f10d97be1a40a5b7b3,D01_010b3fa45d9b75f10d97be1a40a5b7b3,fa2a54ea31e8c55c4361159e3f1a0430,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,3283932483,-270580529.0
010b3fa45d9b75f10d97be1a40a5b7b3,D01_010b3fa45d9b75f10d97be1a40a5b7b3,38b1e7c9d297bf314472ee376471a09e,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,2458552260,-270580529.0
010d1079141803e43a56b7aaa7d665c8,D01_010d1079141803e43a56b7aaa7d665c8,3570c81ab9442126301875c41c907a2d,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,923911860,-1836772498.0
010d1079141803e43a56b7aaa7d665c8,D01_010d1079141803e43a56b7aaa7d665c8,91e53abb786a4658e18c76de375a295e,2,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,923911860,-1836772498.0
010f77d64bc83d76627159c8475dcc8f,D01_010f77d64bc83d76627159c8475dcc8f,e161e30d2c7732bfa448936be8a588c6,1,2025-01-01,1,Long-tail placements,Display placement,0,,0.0,0.0,1,1,1922044020,589318273.0
