journey_id,user_id,converted,revenue,first_touch_date,last_touch_date,journey_length,path,path_string,days_in_journey
D01_00ea0a33679d6781219efa3fdd1e06eb,00ea0a33679d6781219efa3fdd1e06eb,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 03', 'Publisher 01']",Publisher 03 > Publisher 01,0
D01_00ec44ee4ce67b62ae025364f3e1b6fb,00ec44ee4ce67b62ae025364f3e1b6fb,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 02', 'Publisher 02']",Publisher 02 > Publisher 02,0
D01_00f136886d60433f5b18108b7cfd348b,00f136886d60433f5b18108b7cfd348b,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 04', 'Publisher 04']",Publisher 04 > Publisher 04,0
D01_00f7c40e4bce61dea57bc95a8a2648a3,00f7c40e4bce61dea57bc95a8a2648a3,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_00f960fab709aab17e90f98e4ae0d9e6,00f960fab709aab17e90f98e4ae0d9e6,0,0.0,2025-01-01,2025-01-01,3,"['Publisher 01', 'Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01 > Publisher 01,0
D01_00fb63971f242b116e76ef29b713636b,00fb63971f242b116e76ef29b713636b,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_00ff11b3a20fbf2dcda7937dde5125b3,00ff11b3a20fbf2dcda7937dde5125b3,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_01012acb85821f1fc231c9e2134a98b0,01012acb85821f1fc231c9e2134a98b0,1,120.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_01023ae991c473e9f11f3d5c53ffdba8,01023ae991c473e9f11f3d5c53ffdba8,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Publisher 01']",Long-tail placements > Publisher 01,0
D01_010b3fa45d9b75f10d97be1a40a5b7b3,010b3fa45d9b75f10d97be1a40a5b7b3,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_010d1079141803e43a56b7aaa7d665c8,010d1079141803e43a56b7aaa7d665c8,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_010f77d64bc83d76627159c8475dcc8f,010f77d64bc83d76627159c8475dcc8f,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_0111fe2c99ff026d90cfaea564d74ddf,0111fe2c99ff026d90cfaea564d74ddf,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 03', 'Long-tail placements']",Publisher 03 > Long-tail placements,0
D01_012f98f0c8d921159f9bbd332c6e5b8f,012f98f0c8d921159f9bbd332c6e5b8f,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_01358204e38ff827a1a6a49a394d62b0,01358204e38ff827a1a6a49a394d62b0,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_0137816340645120b4edb6cbcb6e1cd8,0137816340645120b4edb6cbcb6e1cd8,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 03', 'Publisher 03']",Publisher 03 > Publisher 03,0
D01_0137dbfc332a53d7d7445e194676d6ad,0137dbfc332a53d7d7445e194676d6ad,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Publisher 02']",Long-tail placements > Publisher 02,0
D01_01387d9a91eee5760b388424149cbd71,01387d9a91eee5760b388424149cbd71,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_0148c717032c11205b280376a4c6ed47,0148c717032c11205b280376a4c6ed47,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 06', 'Publisher 06']",Publisher 06 > Publisher 06,0
D01_014d9945e06cb0c8a5ff5537d1371255,014d9945e06cb0c8a5ff5537d1371255,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_014e6c3ca8d4cb8425561db153d95c81,014e6c3ca8d4cb8425561db153d95c81,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_015778bf3e12c5dddfe27bdc293cbb7a,015778bf3e12c5dddfe27bdc293cbb7a,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 05', 'Publisher 05']",Publisher 05 > Publisher 05,0
D01_015ace67eba77080ffc683da8b9c2472,015ace67eba77080ffc683da8b9c2472,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_015ebf4be24af56c74989cf74338eac7,015ebf4be24af56c74989cf74338eac7,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_01613b6e20ab74a6334843df153542d2,01613b6e20ab74a6334843df153542d2,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_0171ebcc3ed0f32345479aa07df93957,0171ebcc3ed0f32345479aa07df93957,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 03', 'Publisher 03']",Publisher 03 > Publisher 03,0
D01_01757af91997a2a7dc8f4e8874b24ae7,01757af91997a2a7dc8f4e8874b24ae7,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_017ec2837ff2eab0417dee070cdb6f73,017ec2837ff2eab0417dee070cdb6f73,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Publisher 05']",Long-tail placements > Publisher 05,0
D01_017ff085f27f91da9f502eda61bbcfbf,017ff085f27f91da9f502eda61bbcfbf,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_01829a4d0f64529107ca0316c0cf89b1,01829a4d0f64529107ca0316c0cf89b1,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_018860f46edff80cf3c20abeefebcf16,018860f46edff80cf3c20abeefebcf16,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 07', 'Publisher 07']",Publisher 07 > Publisher 07,0
D01_018e0e948a377dce80ea1e671c9aa403,018e0e948a377dce80ea1e671c9aa403,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_019c74d5febc3ef95dd9d675297272cb,019c74d5febc3ef95dd9d675297272cb,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_019f4560ac97e6e112b16af8100f3487,019f4560ac97e6e112b16af8100f3487,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_01bcdc8501e8199eab927b2d60071069,01bcdc8501e8199eab927b2d60071069,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 02', 'Publisher 02']",Publisher 02 > Publisher 02,0
D01_01c240fb0b94c4457bb6a0e36794d283,01c240fb0b94c4457bb6a0e36794d283,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_01c602c7130bc415e1d36bc0beaf41a4,01c602c7130bc415e1d36bc0beaf41a4,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_01df72017303758d85c60e4cab4c8b7f,01df72017303758d85c60e4cab4c8b7f,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_01e4d4a84d63792e3a4c8a5d1fc138a4,01e4d4a84d63792e3a4c8a5d1fc138a4,0,0.0,2025-01-01,2025-01-01,3,"['Publisher 06', 'Publisher 06', 'Long-tail placements']",Publisher 06 > Publisher 06 > Long-tail placements,0
D01_01e8062dcda76dc4e13f324e044c98c2,01e8062dcda76dc4e13f324e044c98c2,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_01ea3da8cfc21741125aa4519a155da0,01ea3da8cfc21741125aa4519a155da0,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_01f1db30c2f72d6898edc9392736ee69,01f1db30c2f72d6898edc9392736ee69,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_01f7d139ef100fa766b4e305ff8f16e2,01f7d139ef100fa766b4e305ff8f16e2,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_01f8f1c76bc03604c1f5d3be654a7c0a,01f8f1c76bc03604c1f5d3be654a7c0a,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_01fc6df559303599569b30a9ab460a4d,01fc6df559303599569b30a9ab460a4d,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_0204dd2dd8dc9668138ad25894add18f,0204dd2dd8dc9668138ad25894add18f,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 05', 'Publisher 05']",Publisher 05 > Publisher 05,0
D01_0205fe4afc692f7744a09a9b074882fd,0205fe4afc692f7744a09a9b074882fd,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_0209e50813ada506cfccf038101e6dda,0209e50813ada506cfccf038101e6dda,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 05', 'Publisher 05']",Publisher 05 > Publisher 05,0
D01_020d96bb0a57e5f3da5f1088881fe178,020d96bb0a57e5f3da5f1088881fe178,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_02172ee755939e9d4aaba22d1d017ce3,02172ee755939e9d4aaba22d1d017ce3,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_0217afa8d2d0b1b72ce143e3e2b4dab5,0217afa8d2d0b1b72ce143e3e2b4dab5,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_021fbb3585799feb2ec51e3f3a4d057a,021fbb3585799feb2ec51e3f3a4d057a,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 03']",Publisher 01 > Publisher 03,0
D01_022ab99d68e8e59a88939f38e4710413,022ab99d68e8e59a88939f38e4710413,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_0232f9bbbacc23655c315c54430da934,0232f9bbbacc23655c315c54430da934,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_023f5dd3f91b24a3e0af8be5de4287c0,023f5dd3f91b24a3e0af8be5de4287c0,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_0245532874edd2597133aff5ca787e87,0245532874edd2597133aff5ca787e87,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 02', 'Publisher 02']",Publisher 02 > Publisher 02,0
D01_024aac1f04e0dd1a2d2451b74ed2f6f1,024aac1f04e0dd1a2d2451b74ed2f6f1,1,1440.0,2025-01-01,2025-01-01,2,"['Publisher 04', 'Publisher 04']",Publisher 04 > Publisher 04,0
D01_024f39feb9d1424473d9059788e05154,024f39feb9d1424473d9059788e05154,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_025195b358bb38f31e94868b844ebd44,025195b358bb38f31e94868b844ebd44,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_02551a32c385a8f1b68fb5c12c23d105,02551a32c385a8f1b68fb5c12c23d105,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_0255dda1b60f241af0b81cef5557240d,0255dda1b60f241af0b81cef5557240d,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_0258b0249fcc9b2ae968a9b23df2faf3,0258b0249fcc9b2ae968a9b23df2faf3,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_0266fcdb08d04dcbfa4d88b17d73f269,0266fcdb08d04dcbfa4d88b17d73f269,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Long-tail placements']",Publisher 01 > Long-tail placements,0
D01_0268ff05e7316e13621d52dd4275570e,0268ff05e7316e13621d52dd4275570e,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_02693c9856d48d5ba742138b52d2d047,02693c9856d48d5ba742138b52d2d047,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_026a0ccaa4eed4e9de6ce5e127ba1924,026a0ccaa4eed4e9de6ce5e127ba1924,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_026a9f353c1bc2c5c33c37cc1b62b67b,026a9f353c1bc2c5c33c37cc1b62b67b,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 06', 'Publisher 06']",Publisher 06 > Publisher 06,0
D01_026e18a1ca965584726720371b7f0c28,026e18a1ca965584726720371b7f0c28,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 06', 'Publisher 06']",Publisher 06 > Publisher 06,0
D01_026e2fab19c9faa7b991e3bf9d3a6a01,026e2fab19c9faa7b991e3bf9d3a6a01,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 03']",Publisher 01 > Publisher 03,0
D01_0271dea0114cff7ba97d7161f69cb8e2,0271dea0114cff7ba97d7161f69cb8e2,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 03', 'Publisher 03']",Publisher 03 > Publisher 03,0
D01_027a72f0e207d1f252b6e094aae8a96b,027a72f0e207d1f252b6e094aae8a96b,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_0281fcfe29a2f3002c74965a7e492b39,0281fcfe29a2f3002c74965a7e492b39,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 02', 'Long-tail placements']",Publisher 02 > Long-tail placements,0
D01_02842e5469c562f59760c9fac6a1cc21,02842e5469c562f59760c9fac6a1cc21,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
D01_0286495c9d17d94dab5bed6a866f6356,0286495c9d17d94dab5bed6a866f6356,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_02867273f72221990ba5565d5e9f7439,02867273f72221990ba5565d5e9f7439,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_028dd4d4d9422f26e79e8583f53c1537,028dd4d4d9422f26e79e8583f53c1537,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_02905c9ad3e2e46a017b5dffe3832333,02905c9ad3e2e46a017b5dffe3832333,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_02aa5cb346b1ec807ed5b4cb1221fef3,02aa5cb346b1ec807ed5b4cb1221fef3,0,0.0,2025-01-01,2025-01-01,3,"['Long-tail placements', 'Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements > Long-tail placements,0
D01_02b1e150fbfba140750223930b88c64f,02b1e150fbfba140750223930b88c64f,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_02b7d21278e555a88bd9fc460147870e,02b7d21278e555a88bd9fc460147870e,0,0.0,2025-01-01,2025-01-01,3,"['Long-tail placements', 'Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements > Long-tail placements,0
D01_02b9719de34f352a1831dfd0129b6d83,02b9719de34f352a1831dfd0129b6d83,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 06', 'Publisher 06']",Publisher 06 > Publisher 06,0
D01_02bc6fdf35dcae0ca83dfa8e27329ca7,02bc6fdf35dcae0ca83dfa8e27329ca7,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Publisher 05']",Long-tail placements > Publisher 05,0
D01_02e0145e42d2b49e3184f9625ee35729,02e0145e42d2b49e3184f9625ee35729,0,0.0,2025-01-01,2025-01-01,3,"['Long-tail placements', 'Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements > Long-tail placements,0
D01_02e181de0fbaba6f5b6a503fe0c3d8de,02e181de0fbaba6f5b6a503fe0c3d8de,0,0.0,2025-01-01,2025-01-01,2,"['Long-tail placements', 'Long-tail placements']",Long-tail placements > Long-tail placements,0
D01_02e82776cf46c4917ae32b7af17c21a0,02e82776cf46c4917ae32b7af17c21a0,0,0.0,2025-01-01,2025-01-01,2,"['Publisher 01', 'Publisher 01']",Publisher 01 > Publisher 01,0
