journey_id,user_id,converted,revenue,first_touch_date,last_touch_date,journey_length,path,path_string,days_in_journey
J000030,U000030,0,0.0,2026-02-19,2026-03-02,4,"['Organic Search', 'Display', 'Affiliate', 'Paid Social']",Organic Search > Display > Affiliate > Paid Social,11
J000031,U000031,0,0.0,2026-02-26,2026-03-11,5,"['Organic Search', 'Display', 'Paid Search', 'Paid Social', 'Affiliate']",Organic Search > Display > Paid Search > Paid Social > Affiliate,13
J000032,U000032,0,0.0,2026-02-24,2026-03-06,5,"['Display', 'Display', 'Organic Search', 'Email', 'Direct']",Display > Display > Organic Search > Email > Direct,10
J000033,U000033,0,0.0,2026-01-22,2026-01-26,2,"['Email', 'Paid Search']",Email > Paid Search,4
J000034,U000034,0,0.0,2026-01-09,2026-01-18,5,"['Direct', 'Affiliate', 'Direct', 'Paid Social', 'Direct']",Direct > Affiliate > Direct > Paid Social > Direct,9
J000035,U000035,0,0.0,2026-01-31,2026-01-31,1,['Referral'],Referral,0
J000036,U000036,0,0.0,2026-02-20,2026-02-23,3,"['Email', 'Direct', 'Direct']",Email > Direct > Direct,3
J000037,U000037,0,0.0,2026-01-31,2026-02-05,2,"['Email', 'Display']",Email > Display,5
J000038,U000038,0,0.0,2026-02-23,2026-03-03,4,"['Display', 'Display', 'Email', 'Organic Search']",Display > Display > Email > Organic Search,8
J000039,U000039,0,0.0,2026-01-05,2026-01-10,5,"['Paid Social', 'Affiliate', 'Paid Search', 'Email', 'Organic Search']",Paid Social > Affiliate > Paid Search > Email > Organic Search,5
J000040,U000040,0,0.0,2026-01-29,2026-01-31,3,"['Organic Search', 'Display', 'Direct']",Organic Search > Display > Direct,2
J000041,U000041,0,0.0,2026-02-07,2026-02-12,3,"['Paid Search', 'Paid Search', 'Referral']",Paid Search > Paid Search > Referral,5
J000042,U000042,0,0.0,2026-01-31,2026-02-07,4,"['Organic Search', 'Paid Social', 'Referral', 'Paid Search']",Organic Search > Paid Social > Referral > Paid Search,7
J000043,U000043,0,0.0,2026-01-28,2026-02-02,3,"['Display', 'Organic Search', 'Paid Search']",Display > Organic Search > Paid Search,5
J000044,U000044,0,0.0,2026-02-11,2026-02-21,4,"['Paid Search', 'Paid Search', 'Organic Search', 'Paid Search']",Paid Search > Paid Search > Organic Search > Paid Search,10
J000045,U000045,1,247.88,2026-01-07,2026-01-14,4,"['Affiliate', 'Paid Search', 'Paid Social', 'Paid Social']",Affiliate > Paid Search > Paid Social > Paid Social,7
J000046,U000046,0,0.0,2026-02-18,2026-02-19,2,"['Affiliate', 'Direct']",Affiliate > Direct,1
J000047,U000047,0,0.0,2026-02-14,2026-02-18,2,"['Direct', 'Direct']",Direct > Direct,4
J000048,U000048,0,0.0,2026-03-09,2026-03-18,4,"['Paid Social', 'Paid Search', 'Paid Social', 'Organic Search']",Paid Social > Paid Search > Paid Social > Organic Search,9
J000049,U000049,0,0.0,2026-03-01,2026-03-08,3,"['Referral', 'Display', 'Email']",Referral > Display > Email,7
J000050,U000050,0,0.0,2026-01-15,2026-01-17,3,"['Paid Social', 'Referral', 'Paid Search']",Paid Social > Referral > Paid Search,2
J000051,U000051,0,0.0,2026-01-11,2026-01-23,4,"['Paid Search', 'Email', 'Display', 'Paid Search']",Paid Search > Email > Display > Paid Search,12
J000052,U000052,1,210.68,2026-01-03,2026-01-09,6,"['Affiliate', 'Organic Search', 'Paid Search', 'Organic Search', 'Direct', 'Email']",Affiliate > Organic Search > Paid Search > Organic Search > Direct > Email,6
J000053,U000053,0,0.0,2026-02-27,2026-03-06,3,"['Paid Social', 'Affiliate', 'Email']",Paid Social > Affiliate > Email,7
J000054,U000054,0,0.0,2026-02-15,2026-02-23,7,"['Paid Search', 'Organic Search', 'Paid Search', 'Paid Search', 'Direct', 'Referral', 'Email']",Paid Search > Organic Search > Paid Search > Paid Search > Direct > Referral > Email,8
J000055,U000055,0,0.0,2026-01-17,2026-01-24,5,"['Paid Search', 'Display', 'Paid Search', 'Email', 'Direct']",Paid Search > Display > Paid Search > Email > Direct,7
J000056,U000056,0,0.0,2026-02-18,2026-02-18,1,['Paid Search'],Paid Search,0
J000057,U000057,0,0.0,2026-01-22,2026-01-29,4,"['Paid Social', 'Paid Search', 'Email', 'Display']",Paid Social > Paid Search > Email > Display,7
J000058,U000058,0,0.0,2026-02-01,2026-02-09,5,"['Affiliate', 'Referral', 'Paid Search', 'Organic Search', 'Organic Search']",Affiliate > Referral > Paid Search > Organic Search > Organic Search,8
J000059,U000059,0,0.0,2026-02-18,2026-02-27,4,"['Display', 'Paid Search', 'Direct', 'Email']",Display > Paid Search > Direct > Email,9
J000060,U000060,0,0.0,2026-03-10,2026-03-15,2,"['Paid Social', 'Display']",Paid Social > Display,5
J000061,U000061,0,0.0,2026-01-25,2026-02-03,5,"['Email', 'Paid Social', 'Organic Search', 'Direct', 'Paid Search']",Email > Paid Social > Organic Search > Direct > Paid Search,9
J000062,U000062,0,0.0,2026-01-21,2026-01-24,2,"['Display', 'Direct']",Display > Direct,3
J000063,U000063,0,0.0,2026-01-27,2026-02-10,6,"['Paid Search', 'Direct', 'Email', 'Paid Social', 'Paid Search', 'Referral']",Paid Search > Direct > Email > Paid Social > Paid Search > Referral,14
J000064,U000064,0,0.0,2026-01-08,2026-01-10,2,"['Display', 'Organic Search']",Display > Organic Search,2
J000065,U000065,0,0.0,2026-02-01,2026-02-07,3,"['Display', 'Organic Search', 'Paid Social']",Display > Organic Search > Paid Social,6
J000066,U000066,0,0.0,2026-01-21,2026-01-22,3,"['Display', 'Email', 'Display']",Display > Email > Display,1
J000067,U000067,1,104.56,2026-02-21,2026-03-01,4,"['Paid Social', 'Referral', 'Organic Search', 'Email']",Paid Social > Referral > Organic Search > Email,8
J000068,U000068,0,0.0,2026-01-07,2026-01-12,2,"['Display', 'Referral']",Display > Referral,5
J000069,U000069,0,0.0,2026-01-15,2026-01-15,1,['Display'],Display,0
J000070,U000070,0,0.0,2026-01-18,2026-01-25,4,"['Affiliate', 'Paid Search', 'Paid Social', 'Email']",Affiliate > Paid Search > Paid Social > Email,7
J000071,U000071,0,0.0,2026-02-07,2026-02-15,4,"['Paid Search', 'Organic Search', 'Email', 'Affiliate']",Paid Search > Organic Search > Email > Affiliate,8
J000072,U000072,1,97.76,2026-01-10,2026-01-10,1,['Paid Social'],Paid Social,0
J000073,U000073,0,0.0,2026-01-19,2026-02-01,5,"['Display', 'Paid Social', 'Affiliate', 'Paid Social', 'Paid Search']",Display > Paid Social > Affiliate > Paid Social > Paid Search,13
J000074,U000074,0,0.0,2026-01-15,2026-01-16,2,"['Email', 'Direct']",Email > Direct,1
J000075,U000075,0,0.0,2026-01-21,2026-01-21,1,['Organic Search'],Organic Search,0
J000076,U000076,0,0.0,2026-02-18,2026-02-21,2,"['Organic Search', 'Organic Search']",Organic Search > Organic Search,3
J000077,U000077,0,0.0,2026-03-06,2026-03-12,4,"['Organic Search', 'Email', 'Direct', 'Paid Search']",Organic Search > Email > Direct > Paid Search,6
J000078,U000078,0,0.0,2026-02-07,2026-02-07,2,"['Email', 'Paid Search']",Email > Paid Search,0
J000079,U000079,0,0.0,2026-03-05,2026-03-13,3,"['Affiliate', 'Direct', 'Organic Search']",Affiliate > Direct > Organic Search,8
J000080,U000080,1,372.46,2026-01-02,2026-01-10,4,"['Paid Search', 'Direct', 'Email', 'Direct']",Paid Search > Direct > Email > Direct,8
J000081,U000081,0,0.0,2026-01-06,2026-01-12,4,"['Paid Social', 'Paid Search', 'Paid Search', 'Direct']",Paid Social > Paid Search > Paid Search > Direct,6
J000082,U000082,0,0.0,2026-01-28,2026-01-28,2,"['Paid Search', 'Paid Search']",Paid Search > Paid Search,0
J000083,U000083,0,0.0,2026-01-20,2026-01-31,4,"['Display', 'Paid Search', 'Organic Search', 'Paid Search']",Display > Paid Search > Organic Search > Paid Search,11
J000084,U000084,0,0.0,2026-01-08,2026-01-13,2,"['Paid Search', 'Direct']",Paid Search > Direct,5
J000085,U000085,0,0.0,2026-03-02,2026-03-09,3,"['Display', 'Referral', 'Affiliate']",Display > Referral > Affiliate,7
J000086,U000086,0,0.0,2026-01-29,2026-02-01,2,"['Paid Social', 'Organic Search']",Paid Social > Organic Search,3
J000087,U000087,0,0.0,2026-02-19,2026-02-20,2,"['Referral', 'Email']",Referral > Email,1
J000088,U000088,0,0.0,2026-01-18,2026-01-21,2,"['Email', 'Referral']",Email > Referral,3
J000089,U000089,0,0.0,2026-01-16,2026-01-23,3,"['Paid Search', 'Email', 'Direct']",Paid Search > Email > Direct,7
J000090,U000090,0,0.0,2026-01-18,2026-01-21,2,"['Email', 'Direct']",Email > Direct,3
J000091,U000091,0,0.0,2026-01-10,2026-01-20,4,"['Display', 'Paid Social', 'Direct', 'Paid Search']",Display > Paid Social > Direct > Paid Search,10
J000092,U000092,0,0.0,2026-01-20,2026-01-23,2,"['Display', 'Direct']",Display > Direct,3
J000093,U000093,0,0.0,2026-02-27,2026-03-08,3,"['Display', 'Direct', 'Direct']",Display > Direct > Direct,9
J000094,U000094,0,0.0,2026-01-08,2026-01-11,2,"['Paid Social', 'Direct']",Paid Social > Direct,3
J000095,U000095,0,0.0,2026-02-28,2026-03-02,3,"['Organic Search', 'Display', 'Direct']",Organic Search > Display > Direct,2
J000096,U000096,0,0.0,2026-02-04,2026-02-05,2,"['Organic Search', 'Paid Search']",Organic Search > Paid Search,1
J000097,U000097,1,147.36,2026-03-11,2026-03-25,5,"['Direct', 'Organic Search', 'Paid Social', 'Affiliate', 'Direct']",Direct > Organic Search > Paid Social > Affiliate > Direct,14
J000098,U000098,0,0.0,2026-03-13,2026-03-21,4,"['Paid Search', 'Organic Search', 'Paid Search', 'Email']",Paid Search > Organic Search > Paid Search > Email,8
J000099,U000099,0,0.0,2026-02-22,2026-02-23,3,"['Referral', 'Paid Social', 'Paid Social']",Referral > Paid Social > Paid Social,1
J000100,U000100,0,0.0,2026-03-08,2026-03-09,2,"['Paid Search', 'Direct']",Paid Search > Direct,1
J000101,U000101,0,0.0,2026-01-13,2026-01-14,2,"['Paid Social', 'Email']",Paid Social > Email,1
J000102,U000102,0,0.0,2026-03-10,2026-03-20,5,"['Organic Search', 'Organic Search', 'Organic Search', 'Display', 'Paid Search']",Organic Search > Organic Search > Organic Search > Display > Paid Search,10
J000103,U000103,0,0.0,2026-01-20,2026-01-25,4,"['Organic Search', 'Direct', 'Direct', 'Direct']",Organic Search > Direct > Direct > Direct,5
J000104,U000104,0,0.0,2026-02-04,2026-02-07,3,"['Paid Social', 'Paid Search', 'Direct']",Paid Social > Paid Search > Direct,3
J000105,U000105,0,0.0,2026-01-06,2026-01-08,4,"['Paid Search', 'Paid Social', 'Organic Search', 'Direct']",Paid Search > Paid Social > Organic Search > Direct,2
J000106,U000106,0,0.0,2026-01-31,2026-02-11,4,"['Display', 'Email', 'Referral', 'Direct']",Display > Email > Referral > Direct,11
J000107,U000107,0,0.0,2026-01-13,2026-01-17,4,"['Organic Search', 'Direct', 'Display', 'Email']",Organic Search > Direct > Display > Email,4
J000108,U000108,0,0.0,2026-03-07,2026-03-12,2,"['Paid Search', 'Paid Search']",Paid Search > Paid Search,5
J000109,U000109,0,0.0,2026-01-30,2026-02-03,4,"['Email', 'Paid Social', 'Email', 'Paid Social']",Email > Paid Social > Email > Paid Social,4
J000110,U000110,0,0.0,2026-03-03,2026-03-03,1,['Display'],Display,0
J000111,U000111,0,0.0,2026-01-25,2026-01-25,1,['Organic Search'],Organic Search,0
J000112,U000112,0,0.0,2026-02-11,2026-02-15,3,"['Organic Search', 'Email', 'Paid Social']",Organic Search > Email > Paid Social,4
J000113,U000113,0,0.0,2026-02-28,2026-03-11,5,"['Paid Social', 'Paid Social', 'Paid Social', 'Paid Social', 'Paid Search']",Paid Social > Paid Social > Paid Social > Paid Social > Paid Search,11
J000114,U000114,0,0.0,2026-01-30,2026-02-04,5,"['Paid Social', 'Paid Search', 'Referral', 'Affiliate', 'Affiliate']",Paid Social > Paid Search > Referral > Affiliate > Affiliate,5
J000115,U000115,0,0.0,2026-01-13,2026-01-18,3,"['Referral', 'Email', 'Direct']",Referral > Email > Direct,5
J000116,U000116,0,0.0,2026-02-23,2026-03-05,3,"['Paid Search', 'Display', 'Direct']",Paid Search > Display > Direct,10
J000117,U000117,0,0.0,2026-03-02,2026-03-05,4,"['Paid Social', 'Paid Search', 'Paid Social', 'Email']",Paid Social > Paid Search > Paid Social > Email,3
J000118,U000118,0,0.0,2026-01-30,2026-01-30,2,"['Affiliate', 'Paid Search']",Affiliate > Paid Search,0
J000119,U000119,0,0.0,2026-02-17,2026-02-21,2,"['Organic Search', 'Organic Search']",Organic Search > Organic Search,4
J000120,U000120,0,0.0,2026-01-09,2026-01-09,1,['Organic Search'],Organic Search,0
J000121,U000121,1,64.1,2026-03-03,2026-03-14,5,"['Referral', 'Organic Search', 'Direct', 'Paid Search', 'Direct']",Referral > Organic Search > Direct > Paid Search > Direct,11
J000122,U000122,0,0.0,2026-02-11,2026-02-17,3,"['Display', 'Organic Search', 'Direct']",Display > Organic Search > Direct,6
J000123,U000123,0,0.0,2026-01-27,2026-02-05,5,"['Paid Social', 'Organic Search', 'Paid Search', 'Organic Search', 'Email']",Paid Social > Organic Search > Paid Search > Organic Search > Email,9
J000124,U000124,0,0.0,2026-03-09,2026-03-09,1,['Display'],Display,0
J000125,U000125,0,0.0,2026-01-12,2026-01-17,3,"['Paid Social', 'Email', 'Direct']",Paid Social > Email > Direct,5
J000126,U000126,0,0.0,2026-01-19,2026-01-24,5,"['Display', 'Affiliate', 'Paid Search', 'Display', 'Email']",Display > Affiliate > Paid Search > Display > Email,5
J000127,U000127,0,0.0,2026-01-18,2026-01-24,4,"['Organic Search', 'Referral', 'Paid Social', 'Email']",Organic Search > Referral > Paid Social > Email,6
J000128,U000128,0,0.0,2026-03-10,2026-03-13,3,"['Affiliate', 'Organic Search', 'Referral']",Affiliate > Organic Search > Referral,3
J000129,U000129,0,0.0,2026-02-12,2026-02-22,4,"['Referral', 'Paid Social', 'Email', 'Direct']",Referral > Paid Social > Email > Direct,10
J000130,U000130,0,0.0,2026-02-03,2026-02-03,1,['Organic Search'],Organic Search,0
J000131,U000131,1,85.86,2026-02-11,2026-02-16,2,"['Paid Social', 'Affiliate']",Paid Social > Affiliate,5
J000132,U000132,0,0.0,2026-01-20,2026-01-22,2,"['Paid Social', 'Paid Social']",Paid Social > Paid Social,2
J000133,U000133,0,0.0,2026-03-13,2026-03-13,1,['Organic Search'],Organic Search,0
J000134,U000134,0,0.0,2026-02-16,2026-02-23,3,"['Organic Search', 'Direct', 'Email']",Organic Search > Direct > Email,7
J000135,U000135,0,0.0,2026-01-04,2026-01-14,3,"['Display', 'Email', 'Organic Search']",Display > Email > Organic Search,10
J000136,U000136,0,0.0,2026-02-12,2026-02-17,3,"['Direct', 'Organic Search', 'Direct']",Direct > Organic Search > Direct,5
J000137,U000137,0,0.0,2026-02-19,2026-02-24,5,"['Paid Search', 'Direct', 'Direct', 'Organic Search', 'Paid Search']",Paid Search > Direct > Direct > Organic Search > Paid Search,5
J000138,U000138,0,0.0,2026-01-08,2026-01-08,1,['Paid Search'],Paid Search,0
J000139,U000139,0,0.0,2026-03-09,2026-03-10,2,"['Display', 'Organic Search']",Display > Organic Search,1
J000140,U000140,0,0.0,2026-01-30,2026-02-06,4,"['Display', 'Paid Social', 'Display', 'Organic Search']",Display > Paid Social > Display > Organic Search,7
J000141,U000141,1,251.61,2026-02-14,2026-02-17,3,"['Affiliate', 'Direct', 'Paid Search']",Affiliate > Direct > Paid Search,3
J000142,U000142,0,0.0,2026-02-26,2026-03-08,4,"['Paid Social', 'Paid Search', 'Affiliate', 'Paid Search']",Paid Social > Paid Search > Affiliate > Paid Search,10
J000143,U000143,0,0.0,2026-03-10,2026-03-12,2,"['Organic Search', 'Paid Search']",Organic Search > Paid Search,2
J000144,U000144,1,130.43,2026-02-15,2026-02-19,4,"['Display', 'Paid Search', 'Paid Social', 'Email']",Display > Paid Search > Paid Social > Email,4
J000145,U000145,0,0.0,2026-02-24,2026-02-24,1,['Affiliate'],Affiliate,0
J000146,U000146,0,0.0,2026-01-29,2026-02-06,5,"['Organic Search', 'Affiliate', 'Direct', 'Organic Search', 'Paid Search']",Organic Search > Affiliate > Direct > Organic Search > Paid Search,8
J000147,U000147,0,0.0,2026-02-20,2026-02-23,3,"['Display', 'Paid Search', 'Email']",Display > Paid Search > Email,3
J000148,U000148,0,0.0,2026-01-16,2026-01-22,3,"['Paid Social', 'Paid Search', 'Direct']",Paid Social > Paid Search > Direct,6
J000149,U000149,0,0.0,2026-01-11,2026-01-15,3,"['Paid Social', 'Referral', 'Referral']",Paid Social > Referral > Referral,4
J000150,U000150,1,290.34,2026-03-02,2026-03-15,6,"['Paid Social', 'Organic Search', 'Referral', 'Email', 'Organic Search', 'Paid Search']",Paid Social > Organic Search > Referral > Email > Organic Search > Paid Search,13
J000151,U000151,0,0.0,2026-02-20,2026-03-04,8,"['Display', 'Paid Search', 'Organic Search', 'Paid Search', 'Paid Search', 'Paid Social', 'Paid Social', 'Direct']",Display > Paid Search > Organic Search > Paid Search > Paid Search > Paid Social > Paid Social > Direct,12
J000152,U000152,0,0.0,2026-01-19,2026-01-28,4,"['Paid Social', 'Display', 'Direct', 'Paid Search']",Paid Social > Display > Direct > Paid Search,9
J000153,U000153,0,0.0,2026-01-30,2026-02-05,3,"['Email', 'Paid Social', 'Email']",Email > Paid Social > Email,6
J000154,U000154,0,0.0,2026-02-25,2026-03-03,3,"['Referral', 'Referral', 'Email']",Referral > Referral > Email,6
J000155,U000155,0,0.0,2026-03-02,2026-03-02,1,['Organic Search'],Organic Search,0
J000156,U000156,0,0.0,2026-01-28,2026-01-28,2,"['Paid Search', 'Paid Social']",Paid Search > Paid Social,0
J000157,U000157,0,0.0,2026-01-29,2026-02-01,2,"['Referral', 'Paid Search']",Referral > Paid Search,3
J000158,U000158,1,296.02,2026-01-31,2026-02-02,4,"['Email', 'Referral', 'Affiliate', 'Email']",Email > Referral > Affiliate > Email,2
J000159,U000159,0,0.0,2026-02-02,2026-02-08,5,"['Paid Social', 'Referral', 'Paid Social', 'Direct', 'Paid Search']",Paid Social > Referral > Paid Social > Direct > Paid Search,6
J000160,U000160,0,0.0,2026-02-16,2026-02-17,2,"['Paid Search', 'Organic Search']",Paid Search > Organic Search,1
J000161,U000161,0,0.0,2026-03-02,2026-03-06,2,"['Affiliate', 'Paid Search']",Affiliate > Paid Search,4
J000162,U000162,0,0.0,2026-03-12,2026-03-12,2,"['Email', 'Direct']",Email > Direct,0
J000163,U000163,0,0.0,2026-03-01,2026-03-10,3,"['Paid Social', 'Paid Search', 'Paid Search']",Paid Social > Paid Search > Paid Search,9
J000164,U000164,0,0.0,2026-03-04,2026-03-13,4,"['Display', 'Email', 'Direct', 'Email']",Display > Email > Direct > Email,9
J000165,U000165,0,0.0,2026-02-16,2026-02-27,4,"['Referral', 'Email', 'Referral', 'Direct']",Referral > Email > Referral > Direct,11
J000166,U000166,0,0.0,2026-01-24,2026-01-28,4,"['Affiliate', 'Display', 'Paid Social', 'Email']",Affiliate > Display > Paid Social > Email,4
J000167,U000167,0,0.0,2026-02-07,2026-02-15,3,"['Referral', 'Direct', 'Paid Social']",Referral > Direct > Paid Social,8
J000168,U000168,0,0.0,2026-02-04,2026-02-09,4,"['Paid Search', 'Referral', 'Paid Social', 'Display']",Paid Search > Referral > Paid Social > Display,5
J000169,U000169,0,0.0,2026-02-20,2026-02-27,3,"['Organic Search', 'Paid Social', 'Direct']",Organic Search > Paid Social > Direct,7
J000170,U000170,0,0.0,2026-02-09,2026-02-16,4,"['Paid Social', 'Display', 'Paid Social', 'Paid Social']",Paid Social > Display > Paid Social > Paid Social,7
J000171,U000171,1,131.32,2026-03-01,2026-03-18,6,"['Paid Search', 'Organic Search', 'Paid Social', 'Email', 'Referral', 'Organic Search']",Paid Search > Organic Search > Paid Social > Email > Referral > Organic Search,17
J000172,U000172,0,0.0,2026-01-18,2026-01-23,3,"['Paid Search', 'Direct', 'Paid Search']",Paid Search > Direct > Paid Search,5
J000173,U000173,1,138.44,2026-03-10,2026-03-17,4,"['Paid Search', 'Affiliate', 'Organic Search', 'Paid Search']",Paid Search > Affiliate > Organic Search > Paid Search,7
J000174,U000174,1,223.38,2026-01-31,2026-02-09,4,"['Email', 'Paid Search', 'Paid Search', 'Email']",Email > Paid Search > Paid Search > Email,9
J000175,U000175,1,201.51,2026-01-13,2026-01-21,4,"['Paid Social', 'Display', 'Email', 'Affiliate']",Paid Social > Display > Email > Affiliate,8
J000176,U000176,0,0.0,2026-02-25,2026-03-04,4,"['Email', 'Paid Search', 'Email', 'Direct']",Email > Paid Search > Email > Direct,7
J000177,U000177,0,0.0,2026-01-19,2026-01-28,5,"['Organic Search', 'Email', 'Direct', 'Paid Social', 'Paid Search']",Organic Search > Email > Direct > Paid Social > Paid Search,9
J000178,U000178,0,0.0,2026-03-11,2026-03-17,5,"['Organic Search', 'Paid Search', 'Paid Search', 'Organic Search', 'Email']",Organic Search > Paid Search > Paid Search > Organic Search > Email,6
J000179,U000179,0,0.0,2026-01-17,2026-01-17,3,"['Paid Search', 'Organic Search', 'Organic Search']",Paid Search > Organic Search > Organic Search,0
J000180,U000180,0,0.0,2026-01-05,2026-01-07,2,"['Affiliate', 'Organic Search']",Affiliate > Organic Search,2
J000181,U000181,1,143.2,2026-02-08,2026-02-11,2,"['Paid Search', 'Direct']",Paid Search > Direct,3
J000182,U000182,0,0.0,2026-03-12,2026-03-17,2,"['Organic Search', 'Email']",Organic Search > Email,5
J000183,U000183,0,0.0,2026-02-05,2026-02-06,3,"['Paid Social', 'Display', 'Paid Search']",Paid Social > Display > Paid Search,1
J000184,U000184,0,0.0,2026-01-30,2026-02-12,6,"['Referral', 'Paid Search', 'Referral', 'Display', 'Paid Social', 'Paid Search']",Referral > Paid Search > Referral > Display > Paid Social > Paid Search,13
J000185,U000185,0,0.0,2026-02-23,2026-03-01,3,"['Email', 'Direct', 'Display']",Email > Direct > Display,6
J000186,U000186,0,0.0,2026-02-16,2026-02-19,3,"['Affiliate', 'Paid Search', 'Affiliate']",Affiliate > Paid Search > Affiliate,3
J000187,U000187,0,0.0,2026-02-22,2026-02-25,2,"['Paid Search', 'Direct']",Paid Search > Direct,3
J000188,U000188,1,125.91,2026-01-27,2026-02-06,4,"['Paid Social', 'Organic Search', 'Direct', 'Email']",Paid Social > Organic Search > Direct > Email,10
J000189,U000189,0,0.0,2026-02-28,2026-03-04,4,"['Direct', 'Paid Social', 'Display', 'Email']",Direct > Paid Social > Display > Email,4
J000190,U000190,0,0.0,2026-03-01,2026-03-05,3,"['Affiliate', 'Paid Search', 'Direct']",Affiliate > Paid Search > Direct,4
J000191,U000191,0,0.0,2026-01-20,2026-01-20,1,['Email'],Email,0
J000192,U000192,0,0.0,2026-01-17,2026-01-21,2,"['Display', 'Organic Search']",Display > Organic Search,4
J000193,U000193,1,179.77,2026-01-31,2026-02-03,3,"['Organic Search', 'Organic Search', 'Referral']",Organic Search > Organic Search > Referral,3
J000194,U000194,1,250.98,2026-01-11,2026-01-22,4,"['Display', 'Paid Search', 'Organic Search', 'Paid Search']",Display > Paid Search > Organic Search > Paid Search,11
