user_id,journey_id,touchpoint_id,touchpoint_sequence,touchpoint_date,channel,channel_stage,converted,conversion_probability,conversion_date,revenue
U000008,J000008,J000008_T04,4,2026-02-02,Display,Awareness,0,0.14307,,0.0
U000008,J000008,J000008_T05,5,2026-02-04,Paid Search,Consideration,0,0.14307,,0.0
U000009,J000009,J000009_T01,1,2026-02-19,Organic Search,Consideration,0,0.1192,,0.0
U000009,J000009,J000009_T02,2,2026-02-23,Paid Social,Awareness,0,0.1192,,0.0
U000009,J000009,J000009_T03,3,2026-02-25,Direct,Decision,0,0.1192,,0.0
U000010,J000010,J000010_T01,1,2026-01-22,Display,Awareness,0,0.23148,,0.0
U000010,J000010,J000010_T02,2,2026-01-23,Direct,Decision,0,0.23148,,0.0
U000010,J000010,J000010_T03,3,2026-01-25,Organic Search,Consideration,0,0.23148,,0.0
U000010,J000010,J000010_T04,4,2026-01-30,Paid Social,Awareness,0,0.23148,,0.0
U000010,J000010,J000010_T05,5,2026-01-30,Paid Search,Consideration,0,0.23148,,0.0
U000011,J000011,J000011_T01,1,2026-02-22,Organic Search,Consideration,0,0.07871,,0.0
U000011,J000011,J000011_T02,2,2026-02-23,Display,Awareness,0,0.07871,,0.0
U000011,J000011,J000011_T03,3,2026-02-26,Organic Search,Consideration,0,0.07871,,0.0
U000011,J000011,J000011_T04,4,2026-02-26,Paid Social,Awareness,0,0.07871,,0.0
U000012,J000012,J000012_T01,1,2026-01-26,Organic Search,Consideration,0,0.05166,,0.0
U000013,J000013,J000013_T01,1,2026-02-17,Direct,Decision,0,0.18543,,0.0
U000013,J000013,J000013_T02,2,2026-02-19,Organic Search,Consideration,0,0.18543,,0.0
U000013,J000013,J000013_T03,3,2026-02-24,Email,Decision,0,0.18543,,0.0
U000013,J000013,J000013_T04,4,2026-02-24,Paid Social,Awareness,0,0.18543,,0.0
U000014,J000014,J000014_T01,1,2026-02-09,Organic Search,Consideration,0,0.1192,,0.0
U000014,J000014,J000014_T02,2,2026-02-12,Email,Decision,0,0.1192,,0.0
U000014,J000014,J000014_T03,3,2026-02-13,Direct,Decision,0,0.1192,,0.0
U000015,J000015,J000015_T01,1,2026-01-08,Paid Search,Consideration,1,0.1708,2026-01-16,237.97
U000015,J000015,J000015_T02,2,2026-01-11,Paid Social,Awareness,1,0.1708,2026-01-16,237.97
U000015,J000015,J000015_T03,3,2026-01-14,Direct,Decision,1,0.1708,2026-01-16,237.97
U000015,J000015,J000015_T04,4,2026-01-16,Organic Search,Consideration,1,0.1708,2026-01-16,237.97
U000016,J000016,J000016_T01,1,2026-03-01,Organic Search,Consideration,0,0.11507,,0.0
U000016,J000016,J000016_T02,2,2026-03-01,Referral,Consideration,0,0.11507,,0.0
U000016,J000016,J000016_T03,3,2026-03-02,Direct,Decision,0,0.11507,,0.0
U000017,J000017,J000017_T01,1,2026-02-03,Paid Search,Consideration,1,0.15447,2026-02-18,114.92
U000017,J000017,J000017_T02,2,2026-02-04,Display,Awareness,1,0.15447,2026-02-18,114.92
U000017,J000017,J000017_T03,3,2026-02-06,Affiliate,Consideration,1,0.15447,2026-02-18,114.92
U000017,J000017,J000017_T04,4,2026-02-09,Referral,Consideration,1,0.15447,2026-02-18,114.92
U000017,J000017,J000017_T05,5,2026-02-13,Direct,Decision,1,0.15447,2026-02-18,114.92
U000017,J000017,J000017_T06,6,2026-02-18,Referral,Consideration,1,0.15447,2026-02-18,114.92
U000017,J000017,J000017_T07,7,2026-02-18,Referral,Consideration,1,0.15447,2026-02-18,114.92
U000018,J000018,J000018_T01,1,2026-03-09,Display,Awareness,0,0.07586,,0.0
U000018,J000018,J000018_T02,2,2026-03-13,Paid Social,Awareness,0,0.07586,,0.0
U000018,J000018,J000018_T03,3,2026-03-16,Paid Social,Awareness,0,0.07586,,0.0
U000018,J000018,J000018_T04,4,2026-03-18,Referral,Consideration,0,0.07586,,0.0
U000019,J000019,J000019_T01,1,2026-01-17,Display,Awareness,0,0.18847,,0.0
U000019,J000019,J000019_T02,2,2026-01-20,Direct,Decision,0,0.18847,,0.0
U000019,J000019,J000019_T03,3,2026-01-21,Organic Search,Consideration,0,0.18847,,0.0
U000019,J000019,J000019_T04,4,2026-01-26,Paid Search,Consideration,0,0.18847,,0.0
U000020,J000020,J000020_T01,1,2026-02-22,Organic Search,Consideration,0,0.13587,,0.0
U000020,J000020,J000020_T02,2,2026-02-22,Paid Search,Consideration,0,0.13587,,0.0
U000020,J000020,J000020_T03,3,2026-02-27,Referral,Consideration,0,0.13587,,0.0
U000021,J000021,J000021_T01,1,2026-03-12,Display,Awareness,0,0.24787,,0.0
U000021,J000021,J000021_T02,2,2026-03-13,Email,Decision,0,0.24787,,0.0
U000021,J000021,J000021_T03,3,2026-03-15,Paid Search,Consideration,0,0.24787,,0.0
U000021,J000021,J000021_T04,4,2026-03-18,Paid Search,Consideration,0,0.24787,,0.0
U000021,J000021,J000021_T05,5,2026-03-19,Organic Search,Consideration,0,0.24787,,0.0
U000021,J000021,J000021_T06,6,2026-03-20,Paid Search,Consideration,0,0.24787,,0.0
U000022,J000022,J000022_T01,1,2026-01-18,Display,Awareness,0,0.12455,,0.0
U000022,J000022,J000022_T02,2,2026-01-19,Paid Search,Consideration,0,0.12455,,0.0
U000022,J000022,J000022_T03,3,2026-01-24,Referral,Consideration,0,0.12455,,0.0
U000023,J000023,J000023_T01,1,2026-01-11,Display,Awareness,0,0.05315,,0.0
U000023,J000023,J000023_T02,2,2026-01-12,Paid Social,Awareness,0,0.05315,,0.0
U000023,J000023,J000023_T03,3,2026-01-16,Display,Awareness,0,0.05315,,0.0
U000024,J000024,J000024_T01,1,2026-01-07,Organic Search,Consideration,0,0.1571,,0.0
U000024,J000024,J000024_T02,2,2026-01-10,Email,Decision,0,0.1571,,0.0
U000024,J000024,J000024_T03,3,2026-01-15,Paid Social,Awareness,0,0.1571,,0.0
U000024,J000024,J000024_T04,4,2026-01-17,Organic Search,Consideration,0,0.1571,,0.0
U000025,J000025,J000025_T01,1,2026-03-02,Paid Social,Awareness,0,0.04436,,0.0
U000026,J000026,J000026_T01,1,2026-03-01,Email,Decision,0,0.10621,,0.0
U000026,J000026,J000026_T02,2,2026-03-02,Paid Social,Awareness,0,0.10621,,0.0
U000027,J000027,J000027_T01,1,2026-03-09,Organic Search,Consideration,0,0.17799,,0.0
U000027,J000027,J000027_T02,2,2026-03-10,Paid Search,Consideration,0,0.17799,,0.0
U000027,J000027,J000027_T03,3,2026-03-10,Email,Decision,0,0.17799,,0.0
U000027,J000027,J000027_T04,4,2026-03-10,Organic Search,Consideration,0,0.17799,,0.0
U000027,J000027,J000027_T05,5,2026-03-12,Paid Search,Consideration,0,0.17799,,0.0
U000028,J000028,J000028_T01,1,2026-02-04,Paid Social,Awareness,0,0.11816,,0.0
U000028,J000028,J000028_T02,2,2026-02-06,Paid Search,Consideration,0,0.11816,,0.0
U000029,J000029,J000029_T01,1,2026-02-25,Paid Social,Awareness,0,0.21585,,0.0
U000029,J000029,J000029_T02,2,2026-02-25,Paid Search,Consideration,0,0.21585,,0.0
U000029,J000029,J000029_T03,3,2026-02-26,Email,Decision,0,0.21585,,0.0
U000029,J000029,J000029_T04,4,2026-02-27,Paid Search,Consideration,0,0.21585,,0.0
U000029,J000029,J000029_T05,5,2026-03-03,Direct,Decision,0,0.21585,,0.0
U000030,J000030,J000030_T01,1,2026-02-19,Organic Search,Consideration,0,0.10248,,0.0
U000030,J000030,J000030_T02,2,2026-02-24,Display,Awareness,0,0.10248,,0.0
U000030,J000030,J000030_T03,3,2026-03-01,Affiliate,Consideration,0,0.10248,,0.0
U000030,J000030,J000030_T04,4,2026-03-02,Paid Social,Awareness,0,0.10248,,0.0
U000031,J000031,J000031_T01,1,2026-02-26,Organic Search,Consideration,0,0.20916,,0.0
U000031,J000031,J000031_T02,2,2026-02-28,Display,Awareness,0,0.20916,,0.0
U000031,J000031,J000031_T03,3,2026-03-04,Paid Search,Consideration,0,0.20916,,0.0
U000031,J000031,J000031_T04,4,2026-03-07,Paid Social,Awareness,0,0.20916,,0.0
U000031,J000031,J000031_T05,5,2026-03-11,Affiliate,Consideration,0,0.20916,,0.0
U000032,J000032,J000032_T01,1,2026-02-24,Display,Awareness,0,0.18694,,0.0
U000032,J000032,J000032_T02,2,2026-02-25,Display,Awareness,0,0.18694,,0.0
U000032,J000032,J000032_T03,3,2026-03-01,Organic Search,Consideration,0,0.18694,,0.0
U000032,J000032,J000032_T04,4,2026-03-03,Email,Decision,0,0.18694,,0.0
U000032,J000032,J000032_T05,5,2026-03-06,Direct,Decision,0,0.18694,,0.0
U000033,J000033,J000033_T01,1,2026-01-22,Email,Decision,0,0.11816,,0.0
U000033,J000033,J000033_T02,2,2026-01-26,Paid Search,Consideration,0,0.11816,,0.0
U000034,J000034,J000034_T01,1,2026-01-09,Direct,Decision,0,0.11507,,0.0
U000034,J000034,J000034_T02,2,2026-01-11,Affiliate,Consideration,0,0.11507,,0.0
U000034,J000034,J000034_T03,3,2026-01-14,Direct,Decision,0,0.11507,,0.0
U000034,J000034,J000034_T04,4,2026-01-14,Paid Social,Awareness,0,0.11507,,0.0
U000034,J000034,J000034_T05,5,2026-01-18,Direct,Decision,0,0.11507,,0.0
U000035,J000035,J000035_T01,1,2026-01-31,Referral,Consideration,0,0.04974,,0.0
U000036,J000036,J000036_T01,1,2026-02-20,Email,Decision,0,0.08394,,0.0
U000036,J000036,J000036_T02,2,2026-02-20,Direct,Decision,0,0.08394,,0.0
U000036,J000036,J000036_T03,3,2026-02-23,Direct,Decision,0,0.08394,,0.0
U000037,J000037,J000037_T01,1,2026-01-31,Email,Decision,0,0.09709,,0.0
U000037,J000037,J000037_T02,2,2026-02-05,Display,Awareness,0,0.09709,,0.0
U000038,J000038,J000038_T01,1,2026-02-23,Display,Awareness,0,0.1443,,0.0
U000038,J000038,J000038_T02,2,2026-02-23,Display,Awareness,0,0.1443,,0.0
U000038,J000038,J000038_T03,3,2026-02-27,Email,Decision,0,0.1443,,0.0
U000038,J000038,J000038_T04,4,2026-03-03,Organic Search,Consideration,0,0.1443,,0.0
U000039,J000039,J000039_T01,1,2026-01-05,Paid Social,Awareness,0,0.29111,,0.0
U000039,J000039,J000039_T02,2,2026-01-05,Affiliate,Consideration,0,0.29111,,0.0
U000039,J000039,J000039_T03,3,2026-01-06,Paid Search,Consideration,0,0.29111,,0.0
U000039,J000039,J000039_T04,4,2026-01-06,Email,Decision,0,0.29111,,0.0
U000039,J000039,J000039_T05,5,2026-01-10,Organic Search,Consideration,0,0.29111,,0.0
U000040,J000040,J000040_T01,1,2026-01-29,Organic Search,Consideration,0,0.1091,,0.0
U000040,J000040,J000040_T02,2,2026-01-31,Display,Awareness,0,0.1091,,0.0
U000040,J000040,J000040_T03,3,2026-01-31,Direct,Decision,0,0.1091,,0.0
U000041,J000041,J000041_T01,1,2026-02-07,Paid Search,Consideration,0,0.08166,,0.0
U000041,J000041,J000041_T02,2,2026-02-09,Paid Search,Consideration,0,0.08166,,0.0
U000041,J000041,J000041_T03,3,2026-02-12,Referral,Consideration,0,0.08166,,0.0
U000042,J000042,J000042_T01,1,2026-01-31,Organic Search,Consideration,0,0.26308,,0.0
U000042,J000042,J000042_T02,2,2026-02-05,Paid Social,Awareness,0,0.26308,,0.0
U000042,J000042,J000042_T03,3,2026-02-07,Referral,Consideration,0,0.26308,,0.0
U000042,J000042,J000042_T04,4,2026-02-07,Paid Search,Consideration,0,0.26308,,0.0
U000043,J000043,J000043_T01,1,2026-01-28,Display,Awareness,0,0.15578,,0.0
U000043,J000043,J000043_T02,2,2026-01-31,Organic Search,Consideration,0,0.15578,,0.0
U000043,J000043,J000043_T03,3,2026-02-02,Paid Search,Consideration,0,0.15578,,0.0
U000044,J000044,J000044_T01,1,2026-02-11,Paid Search,Consideration,0,0.10621,,0.0
U000044,J000044,J000044_T02,2,2026-02-16,Paid Search,Consideration,0,0.10621,,0.0
U000044,J000044,J000044_T03,3,2026-02-16,Organic Search,Consideration,0,0.10621,,0.0
U000044,J000044,J000044_T04,4,2026-02-21,Paid Search,Consideration,0,0.10621,,0.0
U000045,J000045,J000045_T01,1,2026-01-07,Affiliate,Consideration,1,0.13239,2026-01-14,247.88
U000045,J000045,J000045_T02,2,2026-01-10,Paid Search,Consideration,1,0.13239,2026-01-14,247.88
U000045,J000045,J000045_T03,3,2026-01-12,Paid Social,Awareness,1,0.13239,2026-01-14,247.88
U000045,J000045,J000045_T04,4,2026-01-14,Paid Social,Awareness,1,0.13239,2026-01-14,247.88
U000046,J000046,J000046_T01,1,2026-02-18,Affiliate,Consideration,0,0.06297,,0.0
U000046,J000046,J000046_T02,2,2026-02-19,Direct,Decision,0,0.06297,,0.0
U000047,J000047,J000047_T01,1,2026-02-14,Direct,Decision,0,0.04788,,0.0
U000047,J000047,J000047_T02,2,2026-02-18,Direct,Decision,0,0.04788,,0.0
U000048,J000048,J000048_T01,1,2026-03-09,Paid Social,Awareness,0,0.1443,,0.0
U000048,J000048,J000048_T02,2,2026-03-14,Paid Search,Consideration,0,0.1443,,0.0
U000048,J000048,J000048_T03,3,2026-03-17,Paid Social,Awareness,0,0.1443,,0.0
U000048,J000048,J000048_T04,4,2026-03-18,Organic Search,Consideration,0,0.1443,,0.0
U000049,J000049,J000049_T01,1,2026-03-01,Referral,Consideration,0,0.16383,,0.0
U000049,J000049,J000049_T02,2,2026-03-03,Display,Awareness,0,0.16383,,0.0
U000049,J000049,J000049_T03,3,2026-03-08,Email,Decision,0,0.16383,,0.0
U000050,J000050,J000050_T01,1,2026-01-15,Paid Social,Awareness,0,0.16383,,0.0
U000050,J000050,J000050_T02,2,2026-01-17,Referral,Consideration,0,0.16383,,0.0
U000050,J000050,J000050_T03,3,2026-01-17,Paid Search,Consideration,0,0.16383,,0.0
U000051,J000051,J000051_T01,1,2026-01-11,Paid Search,Consideration,0,0.18543,,0.0
U000051,J000051,J000051_T02,2,2026-01-13,Email,Decision,0,0.18543,,0.0
U000051,J000051,J000051_T03,3,2026-01-18,Display,Awareness,0,0.18543,,0.0
U000051,J000051,J000051_T04,4,2026-01-23,Paid Search,Consideration,0,0.18543,,0.0
U000052,J000052,J000052_T01,1,2026-01-03,Affiliate,Consideration,1,0.25162,2026-01-11,210.68
U000052,J000052,J000052_T02,2,2026-01-04,Organic Search,Consideration,1,0.25162,2026-01-11,210.68
U000052,J000052,J000052_T03,3,2026-01-05,Paid Search,Consideration,1,0.25162,2026-01-11,210.68
U000052,J000052,J000052_T04,4,2026-01-06,Organic Search,Consideration,1,0.25162,2026-01-11,210.68
U000052,J000052,J000052_T05,5,2026-01-06,Direct,Decision,1,0.25162,2026-01-11,210.68
U000052,J000052,J000052_T06,6,2026-01-09,Email,Decision,1,0.25162,2026-01-11,210.68
U000053,J000053,J000053_T01,1,2026-02-27,Paid Social,Awareness,0,0.16938,,0.0
U000053,J000053,J000053_T02,2,2026-03-04,Affiliate,Consideration,0,0.16938,,0.0
U000053,J000053,J000053_T03,3,2026-03-06,Email,Decision,0,0.16938,,0.0
U000054,J000054,J000054_T01,1,2026-02-15,Paid Search,Consideration,0,0.24974,,0.0
U000054,J000054,J000054_T02,2,2026-02-15,Organic Search,Consideration,0,0.24974,,0.0
U000054,J000054,J000054_T03,3,2026-02-15,Paid Search,Consideration,0,0.24974,,0.0
U000054,J000054,J000054_T04,4,2026-02-16,Paid Search,Consideration,0,0.24974,,0.0
U000054,J000054,J000054_T05,5,2026-02-16,Direct,Decision,0,0.24974,,0.0
U000054,J000054,J000054_T06,6,2026-02-19,Referral,Consideration,0,0.24974,,0.0
U000054,J000054,J000054_T07,7,2026-02-23,Email,Decision,0,0.24974,,0.0
U000055,J000055,J000055_T01,1,2026-01-17,Paid Search,Consideration,0,0.19941,,0.0
U000055,J000055,J000055_T02,2,2026-01-17,Display,Awareness,0,0.19941,,0.0
U000055,J000055,J000055_T03,3,2026-01-19,Paid Search,Consideration,0,0.19941,,0.0
U000055,J000055,J000055_T04,4,2026-01-24,Email,Decision,0,0.19941,,0.0
U000055,J000055,J000055_T05,5,2026-01-24,Direct,Decision,0,0.19941,,0.0
U000056,J000056,J000056_T01,1,2026-02-18,Paid Search,Consideration,0,0.0685,,0.0
U000057,J000057,J000057_T01,1,2026-01-22,Paid Social,Awareness,0,0.18694,,0.0
U000057,J000057,J000057_T02,2,2026-01-25,Paid Search,Consideration,0,0.18694,,0.0
U000057,J000057,J000057_T03,3,2026-01-25,Email,Decision,0,0.18694,,0.0
U000057,J000057,J000057_T04,4,2026-01-29,Display,Awareness,0,0.18694,,0.0
U000058,J000058,J000058_T01,1,2026-02-01,Affiliate,Consideration,0,0.18243,,0.0
U000058,J000058,J000058_T02,2,2026-02-01,Referral,Consideration,0,0.18243,,0.0
U000058,J000058,J000058_T03,3,2026-02-05,Paid Search,Consideration,0,0.18243,,0.0
U000058,J000058,J000058_T04,4,2026-02-07,Organic Search,Consideration,0,0.18243,,0.0
U000058,J000058,J000058_T05,5,2026-02-09,Organic Search,Consideration,0,0.18243,,0.0
U000059,J000059,J000059_T01,1,2026-02-18,Display,Awareness,0,0.21755,,0.0
U000059,J000059,J000059_T02,2,2026-02-20,Paid Search,Consideration,0,0.21755,,0.0
U000059,J000059,J000059_T03,3,2026-02-22,Direct,Decision,0,0.21755,,0.0
U000059,J000059,J000059_T04,4,2026-02-27,Email,Decision,0,0.21755,,0.0
U000060,J000060,J000060_T01,1,2026-03-10,Paid Social,Awareness,0,0.05166,,0.0
U000060,J000060,J000060_T02,2,2026-03-15,Display,Awareness,0,0.05166,,0.0
U000061,J000061,J000061_T01,1,2026-01-25,Email,Decision,0,0.31865,,0.0
U000061,J000061,J000061_T02,2,2026-01-28,Paid Social,Awareness,0,0.31865,,0.0
U000061,J000061,J000061_T03,3,2026-01-31,Organic Search,Consideration,0,0.31865,,0.0
U000061,J000061,J000061_T04,4,2026-02-03,Direct,Decision,0,0.31865,,0.0
U000061,J000061,J000061_T05,5,2026-02-03,Paid Search,Consideration,0,0.31865,,0.0
U000062,J000062,J000062_T01,1,2026-01-21,Display,Awareness,0,0.07447,,0.0
U000062,J000062,J000062_T02,2,2026-01-24,Direct,Decision,0,0.07447,,0.0
U000063,J000063,J000063_T01,1,2026-01-27,Paid Search,Consideration,0,0.2554,,0.0
U000063,J000063,J000063_T02,2,2026-01-31,Direct,Decision,0,0.2554,,0.0
U000063,J000063,J000063_T03,3,2026-02-03,Email,Decision,0,0.2554,,0.0
U000063,J000063,J000063_T04,4,2026-02-08,Paid Social,Awareness,0,0.2554,,0.0
U000063,J000063,J000063_T05,5,2026-02-10,Paid Search,Consideration,0,0.2554,,0.0
U000063,J000063,J000063_T06,6,2026-02-10,Referral,Consideration,0,0.2554,,0.0
U000064,J000064,J000064_T01,1,2026-01-08,Display,Awareness,0,0.06009,,0.0
U000064,J000064,J000064_T02,2,2026-01-10,Organic Search,Consideration,0,0.06009,,0.0
U000065,J000065,J000065_T01,1,2026-02-01,Display,Awareness,0,0.07656,,0.0
U000065,J000065,J000065_T02,2,2026-02-06,Organic Search,Consideration,0,0.07656,,0.0
U000065,J000065,J000065_T03,3,2026-02-07,Paid Social,Awareness,0,0.07656,,0.0
U000066,J000066,J000066_T01,1,2026-01-21,Display,Awareness,0,0.09975,,0.0
U000066,J000066,J000066_T02,2,2026-01-21,Email,Decision,0,0.09975,,0.0
U000066,J000066,J000066_T03,3,2026-01-22,Display,Awareness,0,0.09975,,0.0
U000067,J000067,J000067_T01,1,2026-02-21,Paid Social,Awareness,1,0.28292,2026-03-01,104.56
U000067,J000067,J000067_T02,2,2026-02-22,Referral,Consideration,1,0.28292,2026-03-01,104.56
U000067,J000067,J000067_T03,3,2026-02-27,Organic Search,Consideration,1,0.28292,2026-03-01,104.56
U000067,J000067,J000067_T04,4,2026-03-01,Email,Decision,1,0.28292,2026-03-01,104.56
U000068,J000068,J000068_T01,1,2026-01-07,Display,Awareness,0,0.05787,,0.0
U000068,J000068,J000068_T02,2,2026-01-12,Referral,Consideration,0,0.05787,,0.0
U000069,J000069,J000069_T01,1,2026-01-15,Display,Awareness,0,0.04031,,0.0
U000070,J000070,J000070_T01,1,2026-01-18,Affiliate,Consideration,0,0.25162,,0.0
U000070,J000070,J000070_T02,2,2026-01-19,Paid Search,Consideration,0,0.25162,,0.0
U000070,J000070,J000070_T03,3,2026-01-20,Paid Social,Awareness,0,0.25162,,0.0
U000070,J000070,J000070_T04,4,2026-01-25,Email,Decision,0,0.25162,,0.0
U000071,J000071,J000071_T01,1,2026-02-07,Paid Search,Consideration,0,0.18392,,0.0
U000071,J000071,J000071_T02,2,2026-02-10,Organic Search,Consideration,0,0.18392,,0.0
U000071,J000071,J000071_T03,3,2026-02-11,Email,Decision,0,0.18392,,0.0
U000071,J000071,J000071_T04,4,2026-02-15,Affiliate,Consideration,0,0.18392,,0.0
U000072,J000072,J000072_T01,1,2026-01-10,Paid Social,Awareness,1,0.04436,2026-01-10,97.76
U000073,J000073,J000073_T01,1,2026-01-19,Display,Awareness,0,0.18243,,0.0
U000073,J000073,J000073_T02,2,2026-01-24,Paid Social,Awareness,0,0.18243,,0.0
U000073,J000073,J000073_T03,3,2026-01-24,Affiliate,Consideration,0,0.18243,,0.0
U000073,J000073,J000073_T04,4,2026-01-27,Paid Social,Awareness,0,0.18243,,0.0
U000073,J000073,J000073_T05,5,2026-02-01,Paid Search,Consideration,0,0.18243,,0.0
U000074,J000074,J000074_T01,1,2026-01-15,Email,Decision,0,0.08166,,0.0
U000074,J000074,J000074_T02,2,2026-01-16,Direct,Decision,0,0.08166,,0.0
U000075,J000075,J000075_T01,1,2026-01-21,Organic Search,Consideration,0,0.05166,,0.0
U000076,J000076,J000076_T01,1,2026-02-18,Organic Search,Consideration,0,0.05315,,0.0
U000076,J000076,J000076_T02,2,2026-02-21,Organic Search,Consideration,0,0.05315,,0.0
U000077,J000077,J000077_T01,1,2026-03-06,Organic Search,Consideration,0,0.20424,,0.0
U000077,J000077,J000077_T02,2,2026-03-06,Email,Decision,0,0.20424,,0.0
U000077,J000077,J000077_T03,3,2026-03-10,Direct,Decision,0,0.20424,,0.0
U000077,J000077,J000077_T04,4,2026-03-12,Paid Search,Consideration,0,0.20424,,0.0
U000078,J000078,J000078_T01,1,2026-02-07,Email,Decision,0,0.11816,,0.0
U000078,J000078,J000078_T02,2,2026-02-07,Paid Search,Consideration,0,0.11816,,0.0
U000079,J000079,J000079_T01,1,2026-03-05,Affiliate,Consideration,0,0.08627,,0.0
U000079,J000079,J000079_T02,2,2026-03-08,Direct,Decision,0,0.08627,,0.0
U000079,J000079,J000079_T03,3,2026-03-13,Organic Search,Consideration,0,0.08627,,0.0
U000080,J000080,J000080_T01,1,2026-01-02,Paid Search,Consideration,1,0.13124,2026-01-10,372.46
U000080,J000080,J000080_T02,2,2026-01-04,Direct,Decision,1,0.13124,2026-01-10,372.46
U000080,J000080,J000080_T03,3,2026-01-08,Email,Decision,1,0.13124,2026-01-10,372.46
U000080,J000080,J000080_T04,4,2026-01-10,Direct,Decision,1,0.13124,2026-01-10,372.46
U000081,J000081,J000081_T01,1,2026-01-06,Paid Social,Awareness,0,0.13124,,0.0
U000081,J000081,J000081_T02,2,2026-01-08,Paid Search,Consideration,0,0.13124,,0.0
U000081,J000081,J000081_T03,3,2026-01-10,Paid Search,Consideration,0,0.13124,,0.0
U000081,J000081,J000081_T04,4,2026-01-12,Direct,Decision,0,0.13124,,0.0
U000082,J000082,J000082_T01,1,2026-01-28,Paid Search,Consideration,0,0.07044,,0.0
U000082,J000082,J000082_T02,2,2026-01-28,Paid Search,Consideration,0,0.07044,,0.0
U000083,J000083,J000083_T01,1,2026-01-20,Display,Awareness,0,0.15976,,0.0
U000083,J000083,J000083_T02,2,2026-01-24,Paid Search,Consideration,0,0.15976,,0.0
U000083,J000083,J000083_T03,3,2026-01-26,Organic Search,Consideration,0,0.15976,,0.0
U000083,J000083,J000083_T04,4,2026-01-31,Paid Search,Consideration,0,0.15976,,0.0
U000084,J000084,J000084_T01,1,2026-01-08,Paid Search,Consideration,0,0.07447,,0.0
U000084,J000084,J000084_T02,2,2026-01-13,Direct,Decision,0,0.07447,,0.0
U000085,J000085,J000085_T01,1,2026-03-02,Display,Awareness,0,0.07799,,0.0
U000085,J000085,J000085_T02,2,2026-03-06,Referral,Consideration,0,0.07799,,0.0
U000085,J000085,J000085_T03,3,2026-03-09,Affiliate,Consideration,0,0.07799,,0.0
U000086,J000086,J000086_T01,1,2026-01-29,Paid Social,Awareness,0,0.06599,,0.0
U000086,J000086,J000086_T02,2,2026-02-01,Organic Search,Consideration,0,0.06599,,0.0
U000087,J000087,J000087_T01,1,2026-02-19,Referral,Consideration,0,0.10621,,0.0
U000087,J000087,J000087_T02,2,2026-02-20,Email,Decision,0,0.10621,,0.0
U000088,J000088,J000088_T01,1,2026-01-18,Email,Decision,0,0.08707,,0.0
U000088,J000088,J000088_T02,2,2026-01-21,Referral,Consideration,0,0.08707,,0.0
U000089,J000089,J000089_T01,1,2026-01-16,Paid Search,Consideration,0,0.12786,,0.0
U000089,J000089,J000089_T02,2,2026-01-19,Email,Decision,0,0.12786,,0.0
